MS.SubClass,Lot.Area,Lot.Shape,Bldg.Type,Overall.Qual,Year.Built,Year.Remod.Add,Mas.Vnr.Area,Total.Bsmt.SF,Heating,Central.Air,Electrical,Gr.Liv.Area,Bedroom.AbvGr,TotRms.AbvGrd,Fireplace.Qu,Garage.Area,Yr.Sold,Sale.Type,Street,SalePrice
120,4426,Regular,TwnhsE,6,12,12,147,848,GasA,1,SBrkr,848,1,3,Y,420,2008,WD ,1,149300
160,1890,Regular,Twnhs,6,43,43,285,672,GasA,1,SBrkr,1218,3,7,Y,264,2007,WD ,1,113000
50,7200,Regular,1Fam,6,62,62,0,854,GasA,1,Fuse,1278,4,6,Y,240,2008,WD ,1,127500
60,13700,Irregular,1Fam,7,51,28,288,864,GasA,1,SBrkr,1820,4,8,Y,492,2008,WD ,1,201800
20,16321,Irregular,1Fam,5,59,19,0,1484,GasA,1,SBrkr,1600,2,6,Y,319,2006,WD ,1,207500
20,8640,Regular,1Fam,8,9,9,0,1338,GasA,1,SBrkr,1338,3,6,Y,598,2007,New,1,208900
60,11800,Irregular,1Fam,7,13,12,94,1122,GasA,1,SBrkr,2486,5,10,Y,452,2007,WD ,1,279900
160,2645,Regular,Twnhs,8,17,16,456,970,GasA,1,SBrkr,1739,3,7,Y,480,2009,WD ,1,172500
60,9430,Regular,1Fam,8,17,17,673,1252,GasA,1,SBrkr,2365,3,8,Y,856,2009,WD ,1,337000
50,6000,Regular,1Fam,5,91,19,0,884,GasA,1,SBrkr,1348,3,5,Y,216,2009,WD ,1,117000
60,11050,Regular,1Fam,7,20,19,0,910,GasA,1,SBrkr,1820,3,8,Y,816,2008,WD ,1,213000
50,9060,Regular,1Fam,6,59,59,327,967,GasA,1,SBrkr,1638,4,6,Y,384,2006,WD ,1,139000
50,8064,Regular,1Fam,6,66,66,0,795,GasA,0,SBrkr,1133,3,5,Y,900,2009,COD,1,128500
20,10400,Regular,1Fam,4,60,60,0,1200,GasA,1,SBrkr,1200,3,6,Y,294,2009,WD ,1,144000
50,6000,Regular,1Fam,4,80,66,0,672,GasA,1,SBrkr,1324,3,6,Y,240,2009,WD ,1,128000
85,12122,Irregular,1Fam,7,55,9,210,944,GasA,1,SBrkr,999,3,6,Y,588,2008,WD ,1,178400
180,1526,Regular,Twnhs,4,46,14,0,630,GasA,1,SBrkr,630,1,3,Y,286,2009,WD ,1,86000
20,12704,Regular,1Fam,8,8,7,306,2042,GasA,1,SBrkr,2042,3,8,Y,1390,2009,New,1,253293
60,7472,Irregular,1Fam,7,44,12,138,725,GasA,1,SBrkr,1479,4,7,Y,484,2007,WD ,1,184000
190,10800,Regular,2fmCon,5,116,46,0,954,GasA,0,Fuse,2414,3,10,Y,520,2006,Con,1,160000
20,8400,Regular,1Fam,5,59,59,0,1314,GasA,1,SBrkr,1314,3,5,Y,294,2010,WD ,1,145000
50,6191,Regular,1Fam,5,75,66,0,824,GasA,0,SBrkr,1288,4,6,Y,240,2006,WD ,1,112000
20,9750,Regular,1Fam,6,58,58,243,1442,GasA,1,SBrkr,1442,4,7,Y,301,2007,COD,1,157900
30,8263,Regular,1Fam,6,96,66,0,1012,GasA,1,Fuse,1012,2,6,Y,308,2007,WD ,1,118400
50,5400,Regular,1Fam,6,96,66,0,972,GasA,1,SBrkr,1480,3,6,Y,207,2009,Con,1,119000
120,4750,Irregular,TwnhsE,8,10,9,481,1573,GasA,1,SBrkr,1625,2,5,Y,538,2007,WD ,1,235000
60,9337,Irregular,1Fam,7,19,18,0,878,GasA,1,SBrkr,1692,3,8,Y,513,2010,WD ,1,191000
60,10928,Regular,1Fam,7,11,11,0,728,GasA,1,SBrkr,1456,3,8,Y,390,2009,WD ,1,184000
20,15401,Irregular,1Fam,9,12,12,296,1884,GasA,1,SBrkr,1884,2,7,Y,670,2008,WD ,1,387000
60,9591,Regular,1Fam,8,12,11,344,1143,GasA,1,SBrkr,2473,4,9,Y,852,2007,WD ,1,317000
60,7875,Regular,1Fam,7,20,20,0,691,GasA,1,SBrkr,1553,3,6,Y,420,2007,WD ,1,178750
45,6000,Regular,1Fam,6,90,12,0,884,GasA,1,SBrkr,904,2,4,Y,180,2009,WD ,1,119000
60,9272,Irregular,1Fam,7,17,17,0,842,GasA,1,SBrkr,1749,3,7,Y,515,2006,WD ,1,196000
60,7500,Regular,1Fam,7,16,16,0,814,GasA,1,SBrkr,1674,3,7,Y,663,2010,WD ,1,216000
60,11475,Regular,1Fam,6,41,41,0,713,GasA,1,SBrkr,1552,3,6,Y,434,2006,WD ,1,179900
20,33983,Irregular,1Fam,5,39,22,0,1160,GasA,1,SBrkr,1676,3,6,Y,672,2007,WD ,1,196000
70,9042,Regular,1Fam,7,75,10,0,1152,GasA,1,SBrkr,2340,4,9,Y,252,2010,WD ,1,266500
70,9900,Regular,1Fam,6,136,66,0,1008,GasW,1,SBrkr,2210,5,8,Y,205,2007,WD ,1,117500
60,9802,Regular,1Fam,5,10,9,0,384,GasA,1,SBrkr,1444,3,7,Y,400,2010,WD ,1,174000
20,9541,Irregular,1Fam,7,7,7,268,1502,GasA,1,SBrkr,1502,3,7,Y,644,2009,New,1,233170
60,8402,Irregular,1Fam,6,18,18,0,789,GasA,1,SBrkr,1465,3,7,Y,393,2010,WD ,1,180400
60,16770,Irregular,1Fam,7,18,18,30,1195,GasA,1,SBrkr,1839,4,7,Y,486,2010,WD ,1,221000
20,11049,Regular,1Fam,8,9,9,0,1234,GasA,1,SBrkr,1234,3,7,Y,484,2008,WD ,1,179900
30,6120,Regular,1Fam,5,85,23,0,715,GasA,1,Fuse,875,2,5,Y,180,2009,WD ,1,105000
60,12011,Irregular,1Fam,8,18,18,530,1086,GasA,1,SBrkr,1924,3,7,Y,592,2006,WD ,1,280000
160,3964,Regular,TwnhsE,6,43,43,0,942,GasA,1,SBrkr,2521,5,10,Y,576,2006,WD ,1,151400
160,2544,Regular,Twnhs,7,11,11,0,600,GasA,1,SBrkr,1223,2,4,Y,480,2006,WD ,1,149900
120,4500,Regular,Twnhs,6,18,18,116,1216,GasA,1,SBrkr,1216,2,5,Y,402,2006,WD ,1,164000
20,7801,Irregular,1Fam,6,65,65,88,1091,GasA,0,Fuse,1091,2,5,Y,344,2008,WD ,1,104000
20,9000,Regular,1Fam,6,60,60,74,1196,GasA,1,Fuse,1196,2,6,Y,297,2008,WD ,1,139000
20,8076,Irregular,1Fam,6,23,22,112,1160,GasA,1,SBrkr,1169,3,6,Y,402,2006,WD ,1,183500
85,8800,Regular,1Fam,6,53,53,156,936,GasA,1,SBrkr,1054,3,6,Y,480,2010,WD ,1,137500
60,11214,Irregular,1Fam,7,18,17,0,930,GasA,1,SBrkr,1886,4,10,Y,431,2006,WD ,1,199900
60,9512,Irregular,1Fam,7,11,10,0,960,GasA,1,SBrkr,2318,3,8,Y,541,2006,New,1,294323
60,12394,Irregular,1Fam,7,13,13,0,847,GasA,1,SBrkr,1733,3,7,Y,433,2007,WD ,1,225000
20,32668,Irregular,1Fam,6,59,41,0,2035,GasA,1,SBrkr,2515,4,9,Y,484,2007,WD ,1,200624
75,9660,Regular,1Fam,8,19,19,1290,1173,GasA,1,SBrkr,2199,3,9,Y,516,2008,WD ,1,284500
50,8850,Regular,1Fam,6,96,66,0,768,GasA,1,SBrkr,1376,3,7,Y,576,2007,WD ,1,165000
20,8450,Regular,1Fam,5,48,48,0,1056,GasA,1,SBrkr,1056,3,6,Y,304,2010,WD ,1,142000
20,8125,Regular,1Fam,8,8,7,288,1836,GasA,1,SBrkr,1836,3,8,Y,517,2009,New,1,264500
20,10635,Irregular,1Fam,8,13,13,171,1657,GasA,1,SBrkr,1668,3,8,Y,502,2010,WD ,1,232000
20,8400,Regular,1Fam,5,61,61,0,923,GasA,1,SBrkr,925,3,5,Y,390,2007,WD ,1,116900
80,7819,Regular,1Fam,6,40,40,0,1029,GasA,1,SBrkr,1117,3,6,Y,672,2010,WD ,1,107000
50,9600,Regular,1Fam,6,66,11,0,856,GasA,1,SBrkr,1668,3,6,Y,271,2009,WD ,1,140000
60,9205,Irregular,1Fam,6,26,25,304,930,GasA,1,SBrkr,2683,4,9,Y,473,2008,WD ,1,290000
20,11664,Regular,1Fam,7,14,14,0,1569,GasA,1,SBrkr,1611,3,6,Y,1231,2009,WD ,1,250000
120,4043,Regular,TwnhsE,6,39,39,0,1069,GasA,1,SBrkr,1069,2,4,Y,440,2010,WD ,1,127500
50,8712,Regular,1Fam,4,116,66,0,859,GasA,1,SBrkr,1178,2,7,Y,384,2010,WD ,1,102776
60,13355,Irregular,1Fam,7,45,45,0,825,GasA,1,SBrkr,1670,4,7,Y,464,2008,WD ,1,170000
120,6289,Irregular,TwnhsE,6,11,10,256,1362,GasA,1,SBrkr,1362,2,6,Y,460,2007,WD ,1,207000
30,11672,Irregular,1Fam,5,91,66,0,816,GasA,1,Fuse,816,2,4,Y,210,2006,WD ,1,109000
50,9060,Regular,1Fam,6,77,66,0,560,GasA,1,SBrkr,1258,2,6,Y,280,2009,WD ,1,105000
80,19690,Irregular,1Fam,6,50,50,0,697,GasA,1,SBrkr,2201,4,8,Y,432,2006,WD ,1,274970
20,11248,Irregular,1Fam,9,14,14,215,1626,GasA,1,SBrkr,1668,3,7,Y,702,2007,WD ,1,285000
50,6120,Regular,1Fam,3,86,66,0,728,GasA,1,SBrkr,1162,3,6,Y,258,2006,Con,1,75000
60,12352,Irregular,1Fam,7,18,17,290,853,GasA,1,SBrkr,1753,3,7,Y,534,2007,WD ,1,217000
50,8405,Regular,1Fam,5,116,66,0,861,GasA,1,SBrkr,1367,4,7,Y,384,2008,WD ,1,119000
20,10994,Irregular,1Fam,8,11,10,366,1844,GasA,1,SBrkr,1844,2,7,Y,620,2009,COD,1,257000
60,10574,Regular,1Fam,8,11,10,0,1082,GasA,1,SBrkr,1953,3,9,Y,1043,2009,WD ,1,252000
60,10728,Regular,1Fam,8,10,10,0,1095,GasA,1,SBrkr,1939,3,8,Y,1053,2006,New,1,266000
90,9662,Irregular,Duplex,5,39,39,0,1967,GasA,1,SBrkr,1967,6,10,Y,580,2006,WD ,1,156500
60,10927,Regular,1Fam,8,11,11,280,1058,GasA,1,SBrkr,1904,3,8,Y,736,2006,WD ,1,275000
30,21299,Regular,1Fam,7,75,53,0,929,GasA,1,SBrkr,2039,3,7,Y,791,2006,COD,1,167000
20,11422,Irregular,1Fam,8,9,8,352,1838,GasA,1,SBrkr,1838,3,7,Y,524,2009,WD ,1,272500
85,7540,Irregular,1Fam,6,38,38,0,888,GasA,1,SBrkr,912,2,5,Y,470,2007,WD ,1,156000
120,3840,Irregular,TwnhsE,8,38,18,0,1057,GasA,1,SBrkr,1295,1,4,Y,571,2007,WD ,1,213750
20,12772,Irregular,1Fam,6,56,18,0,958,GasA,1,SBrkr,958,2,5,Y,301,2007,WD ,1,151500
60,9675,Regular,1Fam,7,11,11,0,1113,GasA,1,SBrkr,1971,3,8,Y,689,2009,WD ,1,253000
20,14442,Regular,1Fam,6,59,12,106,1477,GasA,1,SBrkr,1839,3,7,Y,416,2007,WD ,1,257500
60,13000,Regular,1Fam,6,48,48,576,896,GasA,1,SBrkr,2142,4,8,Y,509,2009,WD ,1,193500
50,10496,Regular,1Fam,6,67,66,320,1040,GasA,1,SBrkr,1846,3,7,Y,315,2007,WD ,1,143000
60,13650,Regular,1Fam,8,14,14,232,1671,GasA,1,SBrkr,2250,3,7,Y,756,2010,WD ,1,320000
20,10825,Irregular,1Fam,7,33,33,174,1260,GasA,1,SBrkr,1260,3,6,Y,598,2008,WD ,1,181900
20,16905,Regular,1Fam,5,57,57,0,1350,GasA,1,SBrkr,1328,2,5,Y,308,2007,WD ,1,170000
70,10918,Regular,1Fam,7,90,12,0,1276,GasA,1,SBrkr,2080,3,9,Y,282,2009,WD ,1,234000
20,10400,Regular,1Fam,6,37,17,253,1259,GasA,1,SBrkr,1353,2,5,Y,478,2007,WD ,1,192350
160,2268,Regular,Twnhs,7,13,12,106,764,GasA,1,SBrkr,1626,2,6,Y,474,2009,WD ,1,173000
20,9000,Regular,1Fam,7,10,9,0,1335,GasA,1,SBrkr,1335,3,6,Y,575,2007,New,1,210400
20,11883,Regular,1Fam,7,20,20,196,1504,GasA,1,SBrkr,1504,3,6,Y,478,2009,WD ,1,203000
20,15262,Irregular,1Fam,8,13,12,470,2200,GasA,1,SBrkr,2200,3,8,Y,685,2009,WD ,1,382500
20,10447,Regular,1Fam,5,32,32,0,864,GasA,1,SBrkr,887,3,5,Y,288,2007,WD ,1,124500
20,36500,Irregular,1Fam,5,52,52,621,1624,GasA,1,SBrkr,1582,4,7,Y,390,2006,WD ,1,190000
90,10778,Regular,Duplex,4,48,48,0,1768,GasA,0,SBrkr,1768,4,8,Y,0,2010,WD ,1,136500
90,11841,Regular,Duplex,6,26,26,104,816,GasA,1,SBrkr,816,3,5,Y,0,2007,WD ,2,118500
50,21780,Regular,1Fam,6,96,66,0,817,GasA,1,Fuse,1550,3,7,Y,318,2006,WD ,1,195000
90,6979,Regular,Duplex,6,36,36,0,1056,GasA,1,SBrkr,1056,0,4,Y,576,2010,WD ,1,144000
190,12900,Regular,2fmCon,5,96,66,0,1300,GasA,1,SBrkr,1140,3,6,Y,400,2008,WD ,1,95541
75,6300,Regular,1Fam,6,102,15,0,742,GasA,1,SBrkr,1484,3,9,Y,0,2008,WD ,1,128000
50,13053,Regular,1Fam,6,93,16,0,833,GasA,1,SBrkr,1848,4,8,Y,370,2008,WD ,1,207000
120,4217,Irregular,TwnhsE,6,8,8,252,1145,GasA,1,SBrkr,1256,1,5,Y,641,2009,WD ,1,195000
20,9100,Regular,1Fam,5,51,51,0,925,GasA,1,SBrkr,925,2,5,Y,429,2009,WD ,1,117500
60,8899,Regular,1Fam,8,9,9,108,948,GasA,1,SBrkr,2088,4,10,Y,656,2008,WD ,1,250000
60,14054,Irregular,1Fam,7,10,10,0,879,GasA,1,SBrkr,1863,4,9,Y,660,2006,New,1,219210
20,47280,Irregular,1Fam,6,66,66,44,1488,GasA,1,SBrkr,1488,3,6,Y,738,2008,WD ,1,133000
20,10140,Regular,1Fam,7,18,17,0,1650,GasA,1,SBrkr,1680,3,7,Y,583,2009,WD ,1,213250
20,6993,Regular,1Fam,5,55,22,0,912,GasA,1,SBrkr,1236,3,6,Y,288,2006,WD ,1,135000
20,10171,Irregular,1Fam,7,12,12,168,1517,GasA,1,SBrkr,1535,3,7,Y,532,2010,WD ,1,214000
20,17755,Regular,1Fam,5,57,57,132,1466,GasA,1,SBrkr,1466,3,6,Y,528,2006,WD ,1,149900
80,13860,Regular,1Fam,8,44,21,0,1952,GasA,1,SBrkr,2704,4,9,Y,538,2009,WD ,1,345000
70,9600,Regular,1Fam,4,106,66,0,677,GasA,1,SBrkr,1510,3,7,Y,720,2009,WD ,1,87500
20,8760,Regular,1Fam,5,60,60,164,1169,GasA,1,SBrkr,1144,3,6,Y,286,2009,WD ,1,150000
160,1680,Regular,Twnhs,5,45,45,492,525,GasA,1,SBrkr,1092,3,6,Y,320,2010,WD ,1,105500
30,7111,Irregular,1Fam,5,88,33,0,1008,GasA,1,SBrkr,1143,2,5,Y,288,2008,WD ,1,138000
20,11216,Regular,1Fam,8,10,10,0,1489,GasA,1,SBrkr,1489,3,7,Y,776,2006,New,1,232600
20,6897,Irregular,1Fam,5,54,6,0,1040,GasA,1,SBrkr,1040,3,6,Y,260,2010,WD ,1,127000
50,7006,Regular,1Fam,6,91,66,0,768,GasA,1,SBrkr,1236,3,6,Y,384,2008,WD ,1,127000
160,2522,Regular,Twnhs,7,12,12,50,970,GasA,1,SBrkr,1709,3,7,Y,380,2006,WD ,1,137500
20,10739,Irregular,1Fam,7,14,15,68,1431,GasA,1,SBrkr,1444,3,6,Y,577,2009,WD ,1,203000
20,31250,Regular,1Fam,1,65,65,0,0,GasA,1,Fuse,1600,3,6,Y,270,2006,WD ,1,81500
80,9350,Regular,1Fam,6,52,25,108,1302,GasA,1,SBrkr,1302,3,7,Y,309,2007,WD,1,158000
20,10628,Regular,1Fam,7,46,46,0,1277,GasA,1,SBrkr,1277,2,5,Y,526,2007,WD ,1,167000
20,8529,Irregular,1Fam,7,15,15,0,1454,GasA,1,SBrkr,1434,3,6,Y,527,2009,WD ,1,189000
20,11332,Irregular,1Fam,5,56,16,0,1118,GasA,1,SBrkr,1118,3,6,Y,264,2008,WD ,1,153000
20,6953,Regular,1Fam,5,45,12,0,864,GasA,1,SBrkr,874,3,5,Y,352,2010,Con,1,130000
60,9313,Irregular,1Fam,7,12,12,0,864,GasA,1,SBrkr,1728,3,7,Y,572,2009,WD ,1,190000
90,9000,Regular,Duplex,5,42,42,0,896,GasA,1,SBrkr,1792,4,8,Y,0,2009,WD ,1,136000
80,15584,Regular,1Fam,5,60,60,366,825,GasA,1,SBrkr,2071,4,9,Y,336,2009,WD ,1,165000
60,8094,Regular,2fmCon,6,106,33,0,1242,GasA,1,SBrkr,1984,5,8,Y,360,2008,WD ,1,160000
20,10845,Irregular,1Fam,8,13,12,504,1603,GasA,1,SBrkr,1575,2,7,Y,732,2008,WD ,1,284000
50,33120,Irregular,1Fam,6,54,54,0,1595,GasA,1,SBrkr,2486,5,8,Y,576,2006,WD ,1,220000
60,9839,Irregular,1Fam,6,36,10,0,712,GasA,1,SBrkr,2237,3,7,Y,440,2009,WD ,1,204000
85,11380,Irregular,1Fam,6,50,8,216,1080,GasA,1,SBrkr,1128,2,5,Y,315,2010,WD ,1,178000
20,19900,Regular,1Fam,7,46,27,287,1947,GasA,1,SBrkr,2207,3,7,Y,576,2010,WD ,1,180000
20,9240,Irregular,1Fam,5,54,14,0,864,GasA,1,SBrkr,1211,2,6,Y,576,2006,WD ,1,144000
120,4235,Regular,TwnhsE,5,32,32,149,1049,GasA,1,SBrkr,1049,2,5,Y,266,2009,WD ,1,139500
20,9350,Regular,1Fam,5,55,21,217,1313,GasA,1,SBrkr,1313,3,6,Y,610,2009,WD ,1,153000
120,2104,Regular,TwnhsE,7,40,40,0,836,GasA,1,SBrkr,836,2,5,Y,345,2009,WD ,1,128500
60,11700,Regular,1Fam,6,48,48,365,702,GasA,1,SBrkr,1743,3,7,Y,539,2007,WD ,1,175000
20,9900,Regular,1Fam,5,55,55,0,1114,GasA,1,SBrkr,1114,3,5,Y,451,2008,COD,1,140000
20,9254,Irregular,1Fam,8,11,11,210,1721,GasA,1,SBrkr,1721,3,7,Y,554,2007,WD ,1,232698
85,7301,Regular,1Fam,7,13,13,500,0,GasA,1,SBrkr,1922,4,7,Y,672,2009,Con,1,198500
20,13618,Regular,1Fam,8,11,10,198,1728,GasA,1,SBrkr,1960,3,8,Y,714,2006,New,1,320000
90,8668,Regular,Duplex,5,48,48,0,1560,GasA,1,SBrkr,1560,4,8,Y,792,2007,WD ,1,126000
60,15384,Irregular,1Fam,7,12,11,0,788,GasA,1,SBrkr,1490,3,8,Y,388,2008,WD ,1,184000
90,8512,Regular,Duplex,5,56,56,0,1556,GasA,1,SBrkr,1556,4,8,Y,0,2006,WD ,1,119000
20,9500,Irregular,1Fam,6,53,53,247,1394,GasA,1,SBrkr,1394,3,6,Y,514,2009,WD ,1,159000
120,4043,Regular,TwnhsE,6,41,41,0,1069,GasA,1,SBrkr,1069,2,4,Y,440,2006,WD ,1,146300
50,8064,Regular,1Fam,6,68,66,0,768,GasA,1,SBrkr,1320,3,5,Y,576,2008,WD ,1,138000
120,3640,Irregular,Twnhs,8,36,36,0,1036,GasA,1,SBrkr,1036,1,4,Y,484,2006,WD ,1,188000
20,6285,Regular,1Fam,5,39,39,0,894,GasA,1,SBrkr,894,2,5,Y,308,2007,WD ,1,120750
20,12450,Regular,1Fam,5,13,12,126,1094,GasA,1,SBrkr,1094,3,6,Y,576,2007,WD ,1,149000
50,5000,Regular,1Fam,5,92,66,0,1026,GasA,1,SBrkr,1691,3,6,Y,308,2010,WD ,1,127000
60,8640,Regular,1Fam,8,9,9,0,896,GasA,1,SBrkr,1792,3,8,Y,590,2007,New,1,255000
20,9100,Regular,1Fam,5,62,62,0,1112,GasA,1,SBrkr,1112,2,6,Y,390,2009,WD ,1,144800
160,10762,Regular,TwnhsE,6,36,36,0,626,GasA,1,SBrkr,1217,3,6,Y,288,2009,WD ,1,120000
20,5470,Regular,1Fam,3,58,58,0,792,GasA,1,Fuse,792,2,4,Y,366,2009,WD ,1,99900
80,6305,Regular,1Fam,6,41,41,0,1008,GasA,1,SBrkr,1096,3,5,Y,352,2010,WD ,1,125200
60,7795,Irregular,1Fam,7,12,11,0,716,GasA,1,SBrkr,1432,3,6,Y,432,2009,WD ,1,188500
20,14780,Irregular,1Fam,9,11,11,568,1868,GasA,1,SBrkr,1868,2,7,Y,1085,2006,WD ,1,415000
20,10000,Regular,1Fam,6,42,42,176,1103,GasA,1,SBrkr,1103,3,6,Y,462,2006,WD ,1,155000
70,9000,Regular,1Fam,7,96,28,0,650,GasA,1,SBrkr,1482,3,7,Y,324,2009,WD ,1,143000
50,10452,Irregular,1Fam,7,75,31,371,1528,GasA,1,SBrkr,2133,4,8,Y,312,2010,WD ,1,257500
90,11072,Irregular,Duplex,5,51,51,0,1728,GasA,1,SBrkr,1728,6,10,Y,576,2008,WD ,1,145000
60,21930,Irregular,1Fam,5,11,11,0,732,GasA,1,SBrkr,1838,4,7,Y,372,2006,WD ,1,192140
20,17199,Regular,1Fam,4,55,55,0,914,GasA,1,SBrkr,914,2,4,Y,270,2007,WD ,1,128000
50,6240,Regular,1Fam,4,69,66,0,0,GasA,0,SBrkr,912,2,3,Y,0,2006,WD ,1,80500
190,6000,Regular,2fmCon,5,62,62,0,811,GasA,1,Fuse,1387,3,7,Y,256,2009,WD ,1,93000
30,7898,Regular,1Fam,4,96,22,0,576,GasA,1,SBrkr,985,2,4,Y,676,2010,WD ,1,105000
30,5925,Regular,1Fam,4,79,16,435,907,GasA,1,SBrkr,1131,2,7,Y,672,2007,WD ,1,89471
20,11457,Irregular,1Fam,6,28,28,0,1392,GasA,1,SBrkr,1412,3,6,Y,576,2009,WD ,1,175000
160,3180,Regular,TwnhsE,7,9,9,0,689,GasA,1,SBrkr,1392,2,5,Y,540,2008,WD ,1,146000
50,11040,Regular,1Fam,4,96,66,0,637,GasA,1,SBrkr,1336,3,7,Y,570,2006,COD,1,108000
50,8500,Regular,1Fam,5,97,11,0,793,GasW,0,Fuse,1517,3,7,Y,0,2007,WD ,1,115000
20,9316,Irregular,1Fam,5,51,51,0,1024,GasA,1,SBrkr,1020,3,5,Y,288,2009,Oth,1,124100
70,3600,Regular,1Fam,6,106,23,0,684,GasA,0,Fuse,1368,3,7,Y,216,2006,WD ,1,114504
20,15870,Irregular,1Fam,5,47,47,0,1096,GasA,1,SBrkr,1096,3,6,Y,299,2006,WD ,1,138800
60,11075,Irregular,1Fam,5,47,47,232,784,GasA,1,SBrkr,1968,4,7,Y,530,2008,WD ,1,172000
90,11070,Regular,Duplex,7,28,27,70,1907,GasA,1,SBrkr,1959,5,9,Y,766,2006,WD ,1,171000
20,31770,Irregular,1Fam,6,56,56,112,1080,GasA,1,SBrkr,1656,3,7,Y,528,2010,WD ,1,215000
20,9158,Regular,1Fam,8,9,9,140,1496,GasA,1,SBrkr,1496,3,7,Y,474,2007,New,1,225000
20,57200,Irregular,1Fam,5,68,66,0,747,GasA,1,SBrkr,1687,3,7,Y,572,2010,WD ,1,160000
20,7917,Irregular,1Fam,6,40,40,174,1143,GasA,1,SBrkr,1113,3,6,Y,504,2007,WD ,1,148000
60,10905,Irregular,1Fam,7,13,13,0,1129,GasA,1,SBrkr,2327,4,9,Y,596,2008,WD ,1,240000
80,10541,Irregular,1Fam,7,20,20,0,672,GasA,1,SBrkr,2037,3,8,Y,472,2008,WD ,1,229000
70,10800,Regular,1Fam,5,121,17,0,736,GasA,1,SBrkr,1534,3,6,Y,0,2007,WD ,1,148000
20,10000,Regular,1Fam,5,43,16,0,1176,GasA,1,SBrkr,1178,3,5,Y,439,2008,WD ,1,157000
50,5520,Irregular,1Fam,5,96,19,0,565,GasA,1,SBrkr,1216,3,6,Y,355,2008,WD ,1,115000
60,12511,Irregular,1Fam,7,38,38,168,1420,GasA,1,SBrkr,2840,4,8,Y,1314,2008,WD ,1,292500
70,7518,Regular,1Fam,5,106,12,0,396,GasA,1,SBrkr,1330,3,7,Y,390,2006,WD ,1,116500
50,8707,Regular,1Fam,4,92,66,0,1093,GasA,0,Fuse,1669,4,9,Y,288,2006,WD ,1,107000
70,22420,Irregular,1Fam,6,98,66,0,1370,GasW,0,Fuse,2624,4,10,Y,864,2007,WD ,1,239000
20,15218,Irregular,1Fam,8,10,10,0,1670,GasA,1,SBrkr,1670,2,6,Y,928,2006,New,1,336820
20,9855,Regular,1Fam,6,60,60,0,1436,GasA,1,SBrkr,1689,3,7,Y,480,2009,COD,1,127500
20,9353,Regular,1Fam,4,46,46,0,864,GasA,1,SBrkr,864,3,5,Y,280,2006,Oth,1,116050
60,9233,Irregular,1Fam,9,16,16,877,1540,GasA,1,SBrkr,2855,4,9,Y,774,2006,WD ,1,405000
20,17043,Irregular,1Fam,6,37,18,0,1362,GasA,1,SBrkr,1586,3,7,Y,435,2009,WD ,1,181000
60,9535,Irregular,1Fam,6,18,18,0,926,GasA,1,SBrkr,1604,3,7,Y,472,2008,WD ,1,195500
20,13200,Irregular,1Fam,6,58,58,187,1395,GasA,1,SBrkr,1570,3,5,Y,441,2008,WD ,1,166800
20,8070,Regular,1Fam,4,22,21,0,990,GasA,1,SBrkr,990,3,5,Y,0,2007,WD ,1,123600
60,11616,Irregular,1Fam,6,38,38,328,672,GasA,1,SBrkr,1386,3,6,Y,440,2010,WD ,1,158900
60,12438,Irregular,1Fam,6,21,21,68,781,GasA,1,SBrkr,1499,3,6,Y,473,2006,WD ,1,187000
20,13500,Regular,1Fam,6,56,41,0,1602,GasA,1,SBrkr,1252,1,4,Y,564,2008,WD ,1,235000
90,15600,Regular,Duplex,5,66,25,430,1032,GasA,1,SBrkr,2177,5,11,Y,484,2010,WD ,1,215000
60,10628,Irregular,1Fam,7,12,12,0,835,GasA,1,SBrkr,1812,3,8,Y,478,2009,WD ,1,193000
60,8366,Irregular,1Fam,6,12,12,0,798,GasA,1,SBrkr,1640,3,6,Y,520,2008,WD ,1,173000
20,8925,Irregular,1Fam,8,9,9,0,1466,GasA,1,SBrkr,1466,3,7,Y,610,2009,WD ,1,201000
20,27697,Regular,1Fam,4,55,55,198,1396,GasA,0,SBrkr,1608,3,6,Y,444,2007,COD,1,80000
20,9600,Regular,1Fam,6,40,40,0,1262,GasA,1,SBrkr,1262,3,6,Y,460,2007,WD ,1,181500
50,16466,Irregular,1Fam,5,61,61,0,816,GasA,1,SBrkr,1393,3,8,Y,300,2008,WD ,1,135500
60,10010,Regular,1Fam,7,23,22,320,1080,GasA,1,SBrkr,2197,4,9,Y,783,2008,WD ,1,287500
20,13526,Irregular,1Fam,5,51,51,114,935,GasA,1,SBrkr,935,3,5,Y,288,2006,WD ,1,137000
60,11250,Regular,1Fam,8,14,14,0,1128,GasA,1,SBrkr,2290,4,9,Y,779,2008,WD ,1,255900
20,11900,Irregular,1Fam,6,59,59,387,1392,GasA,1,Fuse,1392,3,6,Y,458,2008,WD ,1,166000
85,10205,Irregular,1Fam,5,54,54,0,925,GasA,1,SBrkr,999,3,6,Y,300,2006,WD ,1,134500
30,8777,Regular,1Fam,3,71,9,0,0,GasA,0,SBrkr,640,2,5,Y,240,2010,Con,1,84900
190,9045,Regular,2fmCon,5,106,66,0,840,Grav,0,Fuse,2256,4,12,Y,0,2010,WD ,1,76500
85,9129,Regular,1Fam,5,39,39,144,923,GasA,1,SBrkr,1008,1,4,Y,678,2007,WD ,1,153500
